cat,template,type
Basic-area Query,Can you enlighten me about the expansive scope of REGION in RERE?,1
Basic-area Query,Can you give me the area of REGION in RERE?,1
Basic-area Query,Can you give me the dimensions of REGION in RERE?,1
Basic-area Query,Can you give me the size of REGION in RERE?,1
Basic-area Query,Can you provide insights into the expansive scope of REGION in RERE?,1
Basic-area Query,Can you provide the area of REGION in RERE?,1
Basic-area Query,Can you provide the dimensions of REGION in RERE?,1
Basic-area Query,Can you provide the geographical area of REGION in RERE?,1
Basic-area Query,Can you reveal the immensity of REGION in RERE?,1
Basic-area Query,Can you shed light on the proportions of REGION in RERE?,1
Basic-area Query,Could you clarify the land area encompassed by REGION of RERE?,1
Basic-area Query,Could you enlighten me about the dimensions of REGION in RERE?,1
Basic-area Query,Could you furnish the areal details of REGION in RERE?,1
Basic-area Query,Could you illuminate me about the sheer scale of REGION in RERE?,1
Basic-area Query,Could you please clarify the territorial area of REGION?,0
Basic-area Query,Could you please detail the geographical area of REGION?,0
Basic-area Query,Find all REGION that cover an area larger than 100 hectares.,0
Basic-area Query,Could you please detail the territorial extent of REGION in RERE?,1
Basic-area Query,Could you please elaborate on the geographical area of REGION?,0
Basic-area Query,Could you please furnish the area specifications for REGION of RERE?,1
Basic-area Query,Could you please provide the area details of REGION in RERE?,1
Basic-area Query,Could you please provide the area of REGION in RERE?,1
Basic-area Query,Could you please provide the areal specifications of REGION in RERE?,1
Basic-area Query,Could you please provide the geographical area of REGION?,0
Basic-area Query,Could you please specify the surface area of REGION?,0
Basic-area Query,"Could you provide the area details for REGION, RERE?",1
Basic-area Query,Could you provide the geographical area of REGION?,0
Basic-area Query,Could you reveal the expansive dimensions of REGION in RERE?,1
Basic-area Query,Could you reveal the immense scale of REGION in RERE?,1
Basic-area Query,Could you reveal the monumental proportions of REGION in RERE?,1
Basic-area Query,Could you reveal the monumental scale of REGION in RERE?,1
Basic-area Query,Could you reveal the vast expanse of REGION in RERE?,1
Basic-area Query,Could you tell me the area of REGION in RERE?,1
Basic-area Query,Could you tell me the size of REGION in RERE?,1
Basic-area Query,"Dimensions of REGION in RERE, please?",1
Basic-area Query,Dimensions of REGION in RERE?,1
Basic-area Query,Expanse of REGION in RERE?,1
Basic-area Query,How large is REGION in RERE?,1
Basic-area Query,How vast is REGION in RERE?,1
Basic-area Query,I'm captivated by the sheer vastness of REGION in RERE.,1
Basic-area Query,I'm captivated by the vast expanse of REGION in RERE.,1
Basic-area Query,I'm curious about the area of REGION in RERE.,1
Basic-area Query,I'm curious about the expansive dimensions of REGION in RERE.,1
Basic-area Query,I'm curious about the immense scale of REGION in RERE.,1
Basic-area Query,I'm curious about the vast expanse of REGION.,0
Basic-area Query,"I'm fascinated by the sheer enormity of REGION, RERE.",1
Basic-area Query,I'm fascinated by the vast expanse covered by REGION in RERE.,1
Basic-area Query,I'm fascinated by the vast expanse of REGION in RERE.,1
Basic-area Query,I'm interested in the areal dimensions of REGION in RERE.,1
Basic-area Query,I'm interested in the areal specifications of REGION.,0
Basic-area Query,I'm interested in the dimensions of REGION in RERE.,1
Basic-area Query,I'm interested in the expanse of REGION in RERE. Could you furnish that information?,1
Basic-area Query,I'm interested in the geographical area of REGION in RERE.,1
Basic-area Query,I'm interested in the geographical spread of REGION in RERE.,1
Basic-area Query,I'm interested in the territorial area of REGION in RERE.,1
Basic-area Query,I'm intrigued by the immense scale of REGION in RERE.,1
Basic-area Query,I'm intrigued by the monumental size of REGION in RERE.,1
Basic-area Query,I'm intrigued by the spatial dimensions of REGION in RERE.,1
Basic-area Query,I'm seeking information on the areal extent of REGION in RERE.,1
Basic-area Query,I'm seeking the area measurement of REGION in RERE.,1
Basic-area Query,I'm seeking the areal specifications of REGION in RERE.,1
Basic-area Query,I'm seeking the territorial area of REGION in RERE.,1
Basic-area Query,I'm seeking the territorial spread of REGION in RERE.,1
Basic-area Query,I'm seeking the total territorial area of REGION in RERE.,1
Basic-area Query,I'm wondering about the areal extent of REGION in RERE.,1
Basic-area Query,I'm wondering about the expanse of REGION in RERE.,1
Basic-area Query,I'm wondering about the territorial area of REGION in RERE.,1
Basic-area Query,Kindly advise me on the areal extent of REGION in RERE.,1
Basic-area Query,Kindly furnish me with the geographical dimensions of REGION in RERE.,1
Basic-area Query,Kindly furnish me with the surface area of REGION in RERE.,1
Basic-area Query,Kindly inform me about the areal extent of REGION in RERE.,1
Basic-area Query,Kindly inform me about the geographical area of REGION in RERE.,1
Basic-area Query,Kindly inform me about the territorial extent of REGION in RERE.,1
Basic-area Query,Please advise me on the geographical area of REGION in RERE.,1
Basic-area Query,Please advise me on the territorial area of REGION in RERE.,1
Basic-area Query,Please advise me on the territorial spread of REGION in RERE.,1
Basic-area Query,Please advise me on the total acreage of REGION in RERE.,1
Basic-area Query,Please advise me on the total area of REGION in RERE.,1
Basic-area Query,Please enumerate the areal dimensions of REGION in RERE.,1
Basic-area Query,Please enumerate the dimensions of REGION in RERE.,1
Basic-area Query,Please enumerate the geographical area of REGION in RERE.,1
Basic-area Query,Please enumerate the landmass dimensions of REGION in RERE.,1
Basic-area Query,Please provide insights into the expanse of REGION in RERE.,1
Basic-area Query,Please provide insights into the expansive scope of REGION in RERE.,1
Basic-area Query,Please provide the area of REGION in RERE.,1
Basic-area Query,Please provide the area of REGION situated in RERE.,1
Basic-area Query,Please tell me the area of REGION in RERE.,1
Basic-area Query,Please tell me the area of REGION located in RERE.,1
Basic-area Query,Please tell me the surface area of REGION in RERE.,1
Basic-area Query,Provide an overview of the geographical area encompassed by REGION in RERE.,1
Basic-area Query,REGION's expanse in RERE?,1
Basic-area Query,REGION in RERE's area?,1
Basic-area Query,REGION in RERE's surface area?,1
Basic-area Query,REGION's area in RERE?,1
Basic-area Query,REGION's dimensions in RERE?,1
Basic-area Query,REGION's expanse in RERE?,1
Basic-area Query,REGION's size in RERE?,1
Basic-area Query,REGION's surface area in RERE?,1
Basic-area Query,Surface area of REGION in RERE?,1
Basic-area Query,What are the areal dimensions of REGION in RERE?,1
Basic-area Query,What are the celestial dimensions of REGION in RERE?,1
Basic-area Query,What are the colossal dimensions of REGION in RERE?,1
Basic-area Query,What are the dimensions of REGION in RERE?,1
Basic-area Query,What are the dimensions of REGION in terms of geographical area?,0
Basic-area Query,What are the dimensions of REGION located in RERE?,1
Basic-area Query,"What are the dimensions of REGION of RERE, please?",1
Basic-area Query,What are the dimensions of REGION of RERE?,1
Basic-area Query,What are the grand dimensions of REGION in RERE?,1
Basic-area Query,What are the territorial dimensions of REGION?,0
Basic-area Query,What are the vast dimensions of REGION in RERE?,1
Basic-area Query,What is the approximate areal extent of REGION in RERE?,1
Basic-area Query,What is the approximate geographical area of REGION in RERE?,1
Basic-area Query,What is the approximate geographical spread of REGION in RERE?,1
Basic-area Query,What is the area of REGION in RERE?,1
Basic-area Query,What is the area of REGION located in RERE?,1
Basic-area Query,What is the area of REGION within RERE?,1
Basic-area Query,What is the area of the Palace of REGION in RERE?,1
Basic-area Query,What is the area of the Palace of REGION situated in RERE?,1
Basic-area Query,What is the areal spread of REGION in RERE?,1
Basic-area Query,What is the expanse of REGION in RERE?,1
Basic-area Query,"What is the expanse of REGION, RERE?",1
Basic-area Query,What is the size of REGION in RERE?,1
Basic-area Query,What is the surface area of REGION in RERE?,1
