cat,query,relations,entities
Aggregation-count Query,Kindly inform me about the aggregate count of UBahnhof in Der Faule See.,['UBahnhof'],['Der Faule See']
Aggregation-count Query,I am interested in the overall number of strassen in Waldbühne.,['strassen'],['Waldbühne']
Aggregation-count Query,How many Plaetze pass by A Trane?,['Plaetze'],['A Trane']
Aggregation-count Query,Can you furnish me with the aggregate count of Sehenswuerdreg in Volkspark Wilmersdorf?,['Sehenswuerdreg'],['Volkspark Wilmersdorf']
Aggregation-count Query,Kindly provide me with the overall number of Wasserumland2 in Dianasee.,['Wasserumland2'],['Dianasee']
Aggregation-count Query,Can you provide the count of UBahnhof in Grunewaldsee?,['UBahnhof'],['Grunewaldsee']
Aggregation-count Query,How many Wasserumland2 are there in Körnerpark?,['Wasserumland2'],['Körnerpark']
Aggregation-count Query,I am interested in knowing the overall number of UBahnhof in Der Faule See.,['UBahnhof'],['Der Faule See']
Aggregation-count Query,Can you provide the count of Faehren in Alter Spreearm?,['Faehren'],['Alter Spreearm']
Aggregation-count Query,Kindly provide me with the total count of RBahn in Max-Schmelling-Halle.,['RBahn'],['Max-Schmelling-Halle']
Aggregation-count Query,I am looking for the count of Landstrassen2 in Komische Oper.,['Landstrassen2'],['Komische Oper']
Aggregation-count Query,How many WStrassen does the Otisstr. run through?,['WStrassen'],['Otisstr.']
Aggregation-count Query,Kindly inform me about the overall number of Kinos in Rotes Rathaus.,['Kinos'],['Rotes Rathaus']
Aggregation-count Query,Could you provide the total number of WFlaechen in Eisenbahn-Markthalle?,['WFlaechen'],['Eisenbahn-Markthalle']
Aggregation-count Query,How many WStrassen pass through Spree?,['WStrassen'],['Spree']
Aggregation-count Query,Could you please furnish me with the total number of Flaechen in Park Sanssouci?,['Flaechen'],['Park Sanssouci']
Aggregation-count Query,Kindly inform me about the aggregate number of strassen in Krossinsee.,['strassen'],['Krossinsee']
Aggregation-count Query,Can you tell me the quantity of Flaechen in Thielpark?,['Flaechen'],['Thielpark']
Aggregation-count Query,Kindly inform me about the aggregate count of Orte2 in Stadtbibliothek.,['Orte2'],['Stadtbibliothek']
Aggregation-count Query,Could you enumerate the aggregate number of UBahnhof in Hufeisensiedlung?,['UBahnhof'],['Hufeisensiedlung']
Aggregation-count Query,How many Flaechen on the Volkspark Jungfernheide?,['Flaechen'],['Volkspark Jungfernheide']
Aggregation-count Query,I am interested in the overall number of Flaechen in Philharmonie.,['Flaechen'],['Philharmonie']
Aggregation-count Query,How many Restaurants on the Winterfeldtstr.?,['Restaurants'],['Winterfeldtstr.']
Aggregation-count Query,Could you inform me about the total number of WStrassen in debis?,['WStrassen'],['debis']
Aggregation-count Query,Provide the count of Flaechen in Ernst-Thälmann-Park.,['Flaechen'],['Ernst-Thälmann-Park']
Aggregation-count Query,Please advise me on the total count of Flaechen in Der Insulaner.,['Flaechen'],['Der Insulaner']
Aggregation-count Query,Could you enumerate the aggregate number of Flaechen in Hauptgebäude der TU?,['Flaechen'],['Hauptgebäude der TU']
Aggregation-count Query,Can you provide the number of Kinos in Pergamonmuseum?,['Kinos'],['Pergamonmuseum']
Aggregation-count Query,Count the number of WFlaechen in Wuhlheide.,['WFlaechen'],['Wuhlheide']
Aggregation-count Query,Could you enumerate the number of UBahn in DRK-Klinikum Westend?,['UBahn'],['DRK-Klinikum Westend']
Aggregation-count Query,How many UBahn on the Stölpchenweg?,['UBahn'],['Stölpchenweg']
Aggregation-count Query,Could you please furnish me with the total number of Landstrassen in Schloß Friedrichsfelde?,['Landstrassen'],['Schloß Friedrichsfelde']
Aggregation-count Query,Could you enumerate the number of road in Volkspark Friedrichshain?,['road'],['Volkspark Friedrichshain']
Aggregation-count Query,Kindly inform me about the total number of Flaechen in Nikolassee.,['Flaechen'],['Nikolassee']
Aggregation-count Query,Please advise me on the aggregate number of WFlaechen in Jungfernheide.,['WFlaechen'],['Jungfernheide']
Aggregation-count Query,How many Plaetze pass by Herzberg|(Elster)?,['Plaetze'],['Herzberg|(Elster)']
Aggregation-count Query,Please advise me on the count of SBahnhof in Berliner Stadtforst Köpenick.,['SBahnhof'],['Berliner Stadtforst Köpenick']
Aggregation-count Query,Could you inform me about the number of SBahnhof in Volkspark Prenzlauer Berg?,['SBahnhof'],['Volkspark Prenzlauer Berg']
Aggregation-count Query,Could you provide the total number of RBahn in Haus Bethanien?,['RBahn'],['Haus Bethanien']
Aggregation-count Query,What is the quantity of Kneipen in Aquarium?,['Kneipen'],['Aquarium']
Aggregation-count Query,How many WStrassen intersects with Volkspark Schönholzer Heide?,['WStrassen'],['Volkspark Schönholzer Heide']
Aggregation-count Query,I am looking for the count of Restaurants in Neue Wache.,['Restaurants'],['Neue Wache']
Aggregation-count Query,How many road pass through Kirche St. Peter u. Paul?,['road'],['Kirche St. Peter u. Paul']
Aggregation-count Query,Could you enumerate the number of Faehren in Koenigssee?,['Faehren'],['Koenigssee']
Aggregation-count Query,I am interested in knowing the overall number of UBahnhof in Kleiner Müggelsee.,['UBahnhof'],['Kleiner Müggelsee']
Aggregation-count Query,Could you enumerate the number of Flaechen in Universitätsklinikum Rudolf Virchow?,['Flaechen'],['Universitätsklinikum Rudolf Virchow']
Aggregation-count Query,How many Flaechen runs through the Longxi Road?,['Flaechen'],['Longxi Road']
Aggregation-count Query,How many Sehenswuerdreg pass by Dongnan Road?,['Sehenswuerdreg'],['Dongnan Road']
Aggregation-count Query,Kindly provide me with the total count of Landstrassen in Luisenhain.,['Landstrassen'],['Luisenhain']
Aggregation-count Query,I am looking for the total number of Flaechen in Flughafen Tempelhof.,['Flaechen'],['Flughafen Tempelhof']
Aggregation-count Query,Could you tell me the count of Landstrassen in Schauspielhaus?,['Landstrassen'],['Schauspielhaus']
Aggregation-count Query,Could you please advise me on the total count of strassen in Freizeitpark Tegel?,['strassen'],['Freizeitpark Tegel']
Aggregation-count Query,I am interested in the overall number of Flaechen in Columbiahalle.,['Flaechen'],['Columbiahalle']
Aggregation-count Query,Could you provide the count of WFlaechen in Stadtpark Steglitz?,['WFlaechen'],['Stadtpark Steglitz']
Aggregation-count Query,Can you inform me about the count of WFlaechen in Stölpchensee?,['WFlaechen'],['Stölpchensee']
Aggregation-count Query,I am interested in the aggregate count of Landstrassen in Kanzleramt.,['Landstrassen'],['Kanzleramt']
Aggregation-count Query,Can you tell me the quantity of SBahn in Flughafen Tempelhof?,['SBahn'],['Flughafen Tempelhof']
Aggregation-count Query,Could you please enumerate the number of RBahnhof in Heinrich-Lassen-Park?,['RBahnhof'],['Heinrich-Lassen-Park']
Aggregation-count Query,How many Sehenswuerdreg on the Sanitz - Bad Sülze?,['Sehenswuerdreg'],['Sanitz - Bad Sülze']
Aggregation-count Query,Could you provide the count of Sehenswuerdpoi in Landschaftspark Wuhletal?,['Sehenswuerdpoi'],['Landschaftspark Wuhletal']
Aggregation-count Query,Kindly inform me about the aggregate count of Restaurants in Zoologischer Garten.,['Restaurants'],['Zoologischer Garten']
Aggregation-count Query,Could you enumerate the aggregate number of PLZBoundaries in Schloßpark Köpenick?,['PLZBoundaries'],['Schloßpark Köpenick']
Aggregation-count Query,Could you give me the total number of SBahn in KaDeWe?,['SBahn'],['KaDeWe']
Aggregation-count Query,Calculate the number of point in Sehenswuerdpoi.,['Sehenswuerdpoi'],[]
Aggregation-count Query,Please advise me on the number of Sehenswuerdpoi in Archenhold-Sternwarte.,['Sehenswuerdpoi'],['Archenhold-Sternwarte']
Aggregation-count Query,Calculate the number of point in UBahnhof.,['UBahnhof'],[]
Aggregation-count Query,Kindly provide me with the overall number of OrteCity in ehem. Luisenstädtischer Kanal.,['OrteCity'],['ehem. Luisenstädtischer Kanal']
Aggregation-count Query,Can you inform me about the count of Flaechen in each region of WFlaechen?,"['Flaechen', 'WFlaechen']",[]
Aggregation-count Query,Is there a way to ascertain the total number of UBahnhof in Marienhöhe?,['UBahnhof'],['Marienhöhe']
Aggregation-count Query,How many Orte2 pass by Schleusenkanal?,['Orte2'],['Schleusenkanal']
Aggregation-count Query,Can you provide the count of Flaechen in Valentinswerder?,['Flaechen'],['Valentinswerder']
Aggregation-count Query,How many Flaechen does the B87: Frankfurt - Lübben flow through?,['Flaechen'],['B87: Frankfurt - Lübben']
Aggregation-count Query,What is the total count of Flaechen in Jungfernheideteich?,['Flaechen'],['Jungfernheideteich']
Aggregation-count Query,Can you provide the number of WFlaechen in DRK-Klinikum Westend?,['WFlaechen'],['DRK-Klinikum Westend']
Aggregation-count Query,How many UBahn goes through the Paul-Löbe-Haus?,['UBahn'],['Paul-Löbe-Haus']
Aggregation-count Query,List the total number of Flaechen in Jungfernheide.,['Flaechen'],['Jungfernheide']
Aggregation-count Query,What is the quantity of Kinos in Berliner Forst Düppel?,['Kinos'],['Berliner Forst Düppel']
Aggregation-count Query,Kindly provide me with the total count of Plaetze in Palast der Republik.,['Plaetze'],['Palast der Republik']
Aggregation-count Query,Could you enumerate the aggregate number of Sehenswuerdreg in Eisenbahn-Markthalle?,['Sehenswuerdreg'],['Eisenbahn-Markthalle']
Aggregation-count Query,Please advise me on the count of PLZBoundaries in Berliner Stadtforst Köpenick.,['PLZBoundaries'],['Berliner Stadtforst Köpenick']
Aggregation-count Query,Kindly provide me with the count of WStrassen in Reichstag.,['WStrassen'],['Reichstag']
Aggregation-count Query,How many Restaurants pass by Sachsenhausen (Nordb)?,['Restaurants'],['Sachsenhausen (Nordb)']
Aggregation-count Query,How many Orte2 pass by Uebigau?,['Orte2'],['Uebigau']
Aggregation-count Query,What is the quantity of Flaechen in Forsthaus Nikolskoe?,['Flaechen'],['Forsthaus Nikolskoe']
Aggregation-count Query,Can you provide the number of Landstrassen2 in St. Hedwigs-Kathedrale?,['Landstrassen2'],['St. Hedwigs-Kathedrale']
Aggregation-count Query,I am interested in the overall number of Sehenswuerdreg in Großer Kuhwall.,['Sehenswuerdreg'],['Großer Kuhwall']
Aggregation-count Query,Can you provide the count of WFlaechen in ehem. Luisenstädtischer Kanal?,['WFlaechen'],['ehem. Luisenstädtischer Kanal']
Aggregation-count Query,Can you provide the count of Restaurants in Franckepark?,['Restaurants'],['Franckepark']
Aggregation-count Query,What is the total count of RBahn in Berliner Forst Tegel?,['RBahn'],['Berliner Forst Tegel']
Aggregation-count Query,I am looking for the total number of Flaechen in Malchower See.,['Flaechen'],['Malchower See']
Aggregation-count Query,Count the total number of SBahnhof in Jungfernheideteich.,['SBahnhof'],['Jungfernheideteich']
Aggregation-count Query,Could you please tell me the count of UBahn in Berliner Stadtforst Köpenick?,['UBahn'],['Berliner Stadtforst Köpenick']
Aggregation-count Query,Can you provide the number of WFlaechen in Körnerpark?,['WFlaechen'],['Körnerpark']
Aggregation-count Query,I would like to know the aggregate count of RBahn in Berliner Forst Spandau.,['RBahn'],['Berliner Forst Spandau']
Aggregation-count Query,I am interested in knowing the overall number of Restaurants in Schlachtensee.,['Restaurants'],['Schlachtensee']
Aggregation-count Query,Can you inform me about the number of SBahnhof in Marstall?,['SBahnhof'],['Marstall']
Aggregation-count Query,Could you please furnish me with the total count of WFlaechen in Schloß Britz?,['WFlaechen'],['Schloß Britz']
Aggregation-count Query,Could you provide the total number of Sehenswuerdreg in Berliner Stadtforst Köpenick?,['Sehenswuerdreg'],['Berliner Stadtforst Köpenick']
Aggregation-count Query,Kindly inform me about the aggregate count of UBahnhof in Ägyptisches Museum.,['UBahnhof'],['Ägyptisches Museum']
Aggregation-count Query,Kindly inform me about the aggregate count of Sehenswuerdreg in Kammergericht.,['Sehenswuerdreg'],['Kammergericht']
Aggregation-count Query,Could you please inform me about the aggregate number of Landstrassen in Fennsee?,['Landstrassen'],['Fennsee']
Aggregation-count Query,Is there a way to ascertain the total number of strassen in Park Babelsberg?,['strassen'],['Park Babelsberg']
Aggregation-count Query,What is the quantity of Sehenswuerdreg in Heiligensee?,['Sehenswuerdreg'],['Heiligensee']
Aggregation-count Query,Could you inform me about the total number of SBahn in Haus des Rundfunks?,['SBahn'],['Haus des Rundfunks']
Aggregation-count Query,Could you please provide me with the total count of UBahnhof in Große Krampe?,['UBahnhof'],['Große Krampe']
Aggregation-count Query,What is the number of WFlaechen in Sacrower Lanke?,['WFlaechen'],['Sacrower Lanke']
Aggregation-count Query,Could you provide the total number of RBahnhof in Lietzensee?,['RBahnhof'],['Lietzensee']
Aggregation-count Query,Could you inform me about the total number of Restaurants in Rehwiese?,['Restaurants'],['Rehwiese']
Aggregation-count Query,Can you provide the count of Flaechen in Kleiner Wannsee?,['Flaechen'],['Kleiner Wannsee']
Aggregation-count Query,Could you tell me the count of Restaurants in Großer Kuhwall?,['Restaurants'],['Großer Kuhwall']
Aggregation-count Query,Could you tell me the quantity of OrteCity in Abgeordnetenhaus?,['OrteCity'],['Abgeordnetenhaus']
Aggregation-count Query,Can you provide the count of strassen in Flughafen Tegel?,['strassen'],['Flughafen Tegel']
Aggregation-count Query,What is the total number of Faehren in Reichstag?,['Faehren'],['Reichstag']
Aggregation-count Query,Could you please inform me about the aggregate number of Sehenswuerdreg in Pergamonmuseum?,['Sehenswuerdreg'],['Pergamonmuseum']
Aggregation-count Query,Is it possible to obtain the count of Wasserumland2 in Schloßpark Köpenick?,['Wasserumland2'],['Schloßpark Köpenick']
Aggregation-count Query,Can you inform me about the count of UBahnhof in each region of Sehenswuerdreg?,"['UBahnhof', 'Sehenswuerdreg']",[]
Aggregation-count Query,Could you please provide me with the total count of Flaechen in Schmöckwitzer Werder?,['Flaechen'],['Schmöckwitzer Werder']
Aggregation-count Query,Could you please tell me the count of Sehenswuerdreg in Botanischer Garten?,['Sehenswuerdreg'],['Botanischer Garten']
Aggregation-count Query,List the total count of poi in Langer See (Dahme).,['poi'],['Langer See (Dahme)']
Aggregation-count Query,Could you provide the quantity of Wasserumland2 in Berliner Forst Düppel?,['Wasserumland2'],['Berliner Forst Düppel']
